County-equivalent,State,Per capita income 2008,2012,2016
Washington County,North Carolina,18779,"49,876","58,801"
Washington County,Missouri,17703,"55,796","39,909"
Washington County,Georgia,17515,"37,493","47,470"
Washington County,Florida,17385,"50,176","32,924"
Washington County,Mississippi,16671,"29,999","54,404"
Washington Parish,Louisiana,17735,"50,135","52,051"
Washita,Oklahoma,23811,"49,271","39,321"
Washoe,Nevada,28670,"39,901","31,150"
Washtenaw,Michigan,33231,"37,273","49,711"
Watauga,North Carolina,21854,"45,052","52,814"
Watonwan,Minnesota,25635,"48,807","34,069"
Waukesha,Wisconsin,37577,"32,194","40,331"
Waupaca,Wisconsin,25956,"38,034","65,522"
Waushara,Wisconsin,22888,"61,495","43,448"
Wayne,New York,25327,"41,205","39,829"
Wayne,Nebraska,24448,"37,101","31,272"
Wayne,Pennsylvania,24005,"30,405","37,824"
Wayne,Ohio,23061,"38,939","37,624"
Wayne,Illinois,22526,"35,584","39,013"
Wayne,Michigan,22308,"38,565","27,483"
Wayne,Iowa,22127,"26,313","40,110"
Wayne,North Carolina,21557,"36,624","32,000"
Wayne,Indiana,21114,"34,390","28,141"
Wayne,Utah,19858,"26,185","43,134"
Wayne,West Virginia,19497,"41,625","41,722"
Wayne,Missouri,18970,"39,265","36,950"
Wayne,Mississippi,18928,"35,391","38,908"
Wayne,Tennessee,17706,"37,491","38,965"
Wayne,Georgia,17270,"36,037","27,520"
Wayne,Kentucky,16396,"26,977","31,401"
Waynesboro City,Virginia,22872,"30,112","30,296"
Weakley,Tennessee,19547,"28,854","33,491"
Webb,Texas,14553,"32,227","29,426"
Weber,Utah,23106,"28,760","37,691"
Webster,Iowa,24203,"34,847","27,686"
Webster,Nebraska,21423,"23,981","43,226"
Webster,Kentucky,20337,"40,976","36,328"
Webster,Missouri,19955,"37,367","36,678"
Webster,Louisiana,19871,"34,932","33,393"
Webster,Georgia,19082,"30,301","30,114"
Webster,Mississippi,18728,"30,386","46,939"
Webster,West Virginia,17937,"45,421","26,644"
Weld,Colorado,25468,"26,773","42,701"
Wells,North Dakota,29301,"41,229","39,264"
Wells,Indiana,24269,"38,073","53,652"
West Baton Rouge,Louisiana,24838,"51,308","44,125"
West Carroll,Louisiana,17980,"42,518","29,650"
West Feliciana,Louisiana,21720,"27,630","33,275"
Westchester,New York,47984,"32,585","94,140"
Westmoreland,Pennsylvania,28051,"90,236","47,096"
Westmoreland,Virginia,25245,"44,955","41,178"
Weston,Wyoming,28764,"38,022","41,947"
Wetzel,West Virginia,21653,"45,469","34,072"
Wexford,Michigan,20573,"33,451","33,435"
Wharton,Texas,20310,"31,519","39,849"
Whatcom,Washington,26530,"40,726","44,273"
Wheatland,Montana,17336,"41,903","35,138"
Wheeler,Texas,30097,"34,602","16,267"
Wheeler,Nebraska,25898,"15,732","113,939"
Wheeler,Oregon,24575,"126,078","35,070"
Wheeler,Georgia,8948,"33,480","42,229"
White,Illinois,25375,"51,039","32,966"
White,Indiana,23666,"31,772","31,355"
White,Georgia,22059,"29,706","44,298"
White,Arkansas,21793,"45,260","40,640"
White,Tennessee,18205,"38,525","31,752"
White Pine,Nevada,24435,"29,966","41,336"
Whiteside,Illinois,24525,"39,622","40,025"
Whitfield,Georgia,19497,"39,470","36,068"
Whitley,Indiana,24613,"32,681","40,731"
Whitley,Kentucky,15960,"38,368","32,821"
Whitman,Washington,21208,"30,561","35,697"
Wibaux,Montana,27492,"34,331","39,643"
Wichita,Kansas,23799,"42,372","75,038"
Wichita,Texas,22837,"86,599","42,110"
Wicomico,Maryland,25378,"41,630","39,722"
Wilbarger,Texas,20373,"37,583","37,766"
Wilcox,Alabama,13379,"37,448","28,553"
Wilcox,Georgia,13228,"27,539","26,827"
Wilkes,North Carolina,19029,"24,542","29,758"
Wilkes,Georgia,17120,"28,731","33,482"
Wilkin,Minnesota,25148,"31,101","53,057"
Wilkinson,Mississippi,18717,"49,919","32,319"
Wilkinson,Georgia,17228,"30,498","27,520"
Will,Illinois,30377,"26,492","48,000"
Willacy,Texas,11313,"44,821","26,715"
Williams,North Dakota,38738,"25,881","77,847"
Williams,Ohio,21350,"128,586","38,784"
Williamsburg,South Carolina,14845,"36,800","28,725"
Williamsburg City,Virginia,23127,"26,598","40,850"
Williamson,Tennessee,41292,"39,556","90,979"
Williamson,Texas,31070,"81,744","44,679"
Williamson,Illinois,23605,"41,429","41,063"
Wilson,Tennessee,27864,"39,188","38,272"
Wilson,Texas,27238,"36,485","44,650"
Wilson,North Carolina,20972,"41,228","41,187"
Wilson,Kansas,19929,"41,518","43,636"
Winchester City,Virginia,26060,"41,078","48,065"
Windham,Vermont,28867,"45,380","53,186"
Windham,Connecticut,27893,"50,657","37,673"
Windsor,Vermont,30932,"42,594","33,606"
Winkler,Texas,23629,"34,515","39,904"
Winn,Louisiana,16789,"37,891","37,939"
Winnebago,Wisconsin,26955,"38,739","43,641"
Winnebago,Iowa,24547,"40,822","44,138"
Winnebago,Illinois,24495,"42,718","44,354"
Winneshiek,Iowa,25062,"42,389","33,215"
Winona,Minnesota,23421,"31,449","31,985"
Winston,Alabama,18995,"31,632","28,956"
Winston,Mississippi,18501,"28,192","40,825"
Wirt,West Virginia,21852,"41,757","29,502"
Wise,Texas,25663,"29,140","26,404"
Wise,Virginia,19107,"25,085","44,029"
Wolfe,Kentucky,14157,"41,126","35,236"
Wood,Ohio,26326,"34,745","38,194"
Wood,Wisconsin,25961,"37,799","43,193"
Wood,West Virginia,24042,"40,247","41,758"
Wood,Texas,23129,"38,515","48,114"
Woodbury,Iowa,23269,"47,074","43,450"
Woodford,Illinois,30926,"43,061","35,951"
Woodford,Kentucky,29277,"33,690","41,440"
Woodruff,Arkansas,19087,"49,089","34,049"
Woods,Oklahoma,26022,"35,536","43,650"
Woodson,Kansas,21774,"52,771","56,747"
Woodward,Oklahoma,24922,"51,002","52,320"
Worcester,Maryland,32887,"48,728","31,758"
Worcester,Massachusetts,31537,"29,183","44,998"
Worth,Iowa,26187,"35,789","40,603"
Worth,Missouri,22967,"44,260","38,002"
Worth,Georgia,18551,"43,001","47,105"
Wrangell,Alaska,28474,"46,449","46,356"
Wright,Minnesota,29623,"51,686","45,245"
Wright,Iowa,25827,"42,525","26,505"
Wright,Missouri,14752,"26,743","38,872"
Wyandot,Ohio,22382,"37,741","30,508"
Wyandotte,Kansas,18957,"42,350","37,396"
Wyoming County,Pennsylvania,24195,"37,919","41,633"
Wyoming County,New York,22700,"39,707","27,510"
Wyoming County,West Virginia,18377,"29,370","35,287"
Wythe,Virginia,23219,"33,739","34,294"
Yadkin,North Carolina,22726,"33,216","40,558"
Yakima,Washington,19433,"37,720","54,161"
Yakutat,Alaska,34317,"61,646","30,850"
Yalobusha,Mississippi,18750,"30,031","39,974"
Yamhill,Oregon,24290,"36,652","32,318"
Yancey,North Carolina,20257,"30,750","45,748"
Yankton,South Dakota,27268,"42,932","35,856"
Yates,New York,24457,"35,348","36,353"
Yavapai,Arizona,25186,"34,259","28,566"
Yazoo,Mississippi,14291,"27,255","30,471"
Yell,Arkansas,16992,"30,811","53,519"
Yellow Medicine,Minnesota,25303,"53,257","47,467"
Yellowstone,Montana,27761,"45,159","40,054"
Yoakum,Texas,21389,"46,532","49,854"
Yolo,California,27730,"46,958","46,687"
York,Virginia,36373,"43,549","48,944"
York,Maine,29125,"43,170","40,561"
York,Nebraska,28207,"38,276","54,592"
York,Pennsylvania,28132,"53,431","47,362"
York,South Carolina,26553,"50,740","39,214"
Young,Texas,26979,"35,573","54,850"
Yuba,California,19244,"51,916","33,365"
Yukon-Koyukuk Census Area,Alaska,19729,"29,023","52,835"
Yuma,Colorado,22498,"51,457","24,226"
Yuma,Arizona,18840,"30,915","27,691"
Zapata,Texas,16671,"26,416","16,681"
Zavala,Texas,12828,"25,058","17,654"
Ziebach,South Dakota,12339,"32,456","34,789"
,,,,
